,Estado,Idade,Casos_F,Casos_M,Obitos_F,Obitos_M
0,ac,0,275,228,3,2
1,ac,1,220,186,2,2
2,ac,2,142,173,0,0
3,ac,3,117,121,0,0
4,ac,4,119,95,0,0
5,ac,5,101,119,0,1
6,ac,6,117,111,0,0
7,ac,7,125,120,0,0
8,ac,8,123,122,0,0
9,ac,9,168,156,0,0
10,ac,10,142,112,0,0
11,ac,11,148,161,1,0
12,ac,12,202,193,0,0
13,ac,13,195,177,0,0
14,ac,14,269,174,0,0
15,ac,15,303,211,0,0
16,ac,16,353,199,0,2
17,ac,17,398,251,0,0
18,ac,18,420,288,2,2
19,ac,19,487,324,0,0
20,ac,20,585,336,2,2
21,ac,21,619,438,0,0
22,ac,22,665,435,0,1
23,ac,23,704,507,0,0
24,ac,24,761,564,0,0
25,ac,25,795,570,1,1
26,ac,26,762,583,2,1
27,ac,27,781,578,3,2
28,ac,28,776,587,2,1
29,ac,29,896,515,4,1
30,ac,30,809,637,2,2
31,ac,31,860,698,0,1
32,ac,32,833,724,2,1
33,ac,33,840,682,2,1
34,ac,34,849,769,4,4
35,ac,35,908,752,3,9
36,ac,36,838,737,2,4
37,ac,37,876,734,0,6
38,ac,38,924,749,5,2
39,ac,39,913,785,2,7
40,ac,40,854,761,8,8
41,ac,41,917,738,5,10
42,ac,42,805,707,1,9
43,ac,43,767,622,4,7
44,ac,44,728,624,9,9
45,ac,45,705,635,2,4
46,ac,46,659,532,6,8
47,ac,47,635,563,2,10
48,ac,48,584,552,5,3
49,ac,49,578,447,8,9
50,ac,50,532,494,5,9
51,ac,51,544,450,9,13
52,ac,52,457,408,5,12
53,ac,53,428,378,5,11
54,ac,54,444,419,7,11
55,ac,55,448,417,4,17
56,ac,56,382,351,6,10
57,ac,57,367,328,8,10
58,ac,58,320,329,9,18
59,ac,59,347,311,8,16
60,ac,60,337,304,12,14
61,ac,61,320,303,11,16
62,ac,62,259,284,11,18
63,ac,63,323,264,21,13
64,ac,64,308,221,21,12
65,ac,65,273,243,11,17
66,ac,66,247,235,15,21
67,ac,67,214,228,12,17
68,ac,68,206,214,13,7
69,ac,69,172,192,10,23
70,ac,70,223,188,21,13
71,ac,71,160,185,10,15
72,ac,72,177,174,12,19
73,ac,73,151,160,12,18
74,ac,74,139,145,14,11
75,ac,75,124,143,17,16
76,ac,76,102,139,16,13
77,ac,77,106,112,13,20
78,ac,78,111,131,13,14
79,ac,79,89,87,10,15
80,ac,80,102,105,8,16
81,ac,81,83,79,12,12
82,ac,82,71,89,6,18
83,ac,83,57,75,6,18
84,ac,84,73,51,12,16
85,ac,85,69,51,15,12
86,ac,86,50,51,9,13
87,ac,87,30,57,6,13
88,ac,88,34,35,8,5
89,ac,89,25,25,4,8
90,ac,90,28,34,6,9
91,ac,91,28,36,8,15
92,ac,92,16,28,2,8
93,ac,93,11,19,0,3
94,ac,94,13,13,1,5
95,ac,95,14,13,7,4
96,ac,96,4,2,2,1
97,ac,97,8,3,2,2
98,ac,98,7,5,0,3
99,ac,99,2,7,0,2
100,ac,100,8,6,1,0
101,ac,101,1,7,0,0
102,ac,102,2,3,1,0
103,ac,103,3,0,0,0
104,ac,104,1,0,0,0
105,ac,105,1,2,0,1
106,ac,106,0,2,0,2
107,ac,107,1,0,0,0
108,ac,108,1,1,0,0
109,ac,109,0,0,0,0
0,al,0,509,433,8,7
1,al,1,358,467,3,2
2,al,2,391,373,1,0
3,al,3,320,300,0,1
4,al,4,271,263,0,1
5,al,5,283,293,0,1
6,al,6,307,249,0,2
7,al,7,335,248,0,0
8,al,8,308,288,0,0
9,al,9,315,307,1,1
10,al,10,347,349,0,1
11,al,11,400,322,0,1
12,al,12,444,403,1,1
13,al,13,468,398,1,0
14,al,14,570,462,1,0
15,al,15,658,529,1,0
16,al,16,799,553,2,2
17,al,17,905,669,0,0
18,al,18,1107,864,0,0
19,al,19,1304,1034,0,3
20,al,20,1505,1123,4,1
21,al,21,1653,1321,3,1
22,al,22,1925,1406,1,0
23,al,23,1990,1482,3,3
24,al,24,2243,1668,1,2
25,al,25,2256,1752,1,2
26,al,26,2409,1830,2,2
27,al,27,2250,1915,4,2
28,al,28,2261,1756,2,1
29,al,29,2370,1858,6,4
30,al,30,2326,1948,2,3
31,al,31,2497,2029,1,7
32,al,32,2637,2071,4,7
33,al,33,2651,2112,4,11
34,al,34,2800,2127,1,5
35,al,35,2714,2098,8,11
36,al,36,2651,2125,5,10
37,al,37,2752,2176,11,11
38,al,38,2895,2264,13,13
39,al,39,2936,2315,10,19
40,al,40,2637,2098,10,14
41,al,41,2654,1967,10,17
42,al,42,2656,2070,9,8
43,al,43,2544,1939,11,12
44,al,44,2639,2080,14,17
45,al,45,2332,1902,13,23
46,al,46,2352,1835,9,24
47,al,47,2228,1714,16,23
48,al,48,2075,1617,16,23
49,al,49,1968,1544,17,22
50,al,50,1954,1515,18,32
51,al,51,1976,1501,13,27
52,al,52,1912,1517,19,22
53,al,53,1833,1407,17,26
54,al,54,1688,1386,28,23
55,al,55,1558,1214,28,22
56,al,56,1613,1228,15,43
57,al,57,1557,1177,22,27
58,al,58,1386,1088,26,32
59,al,59,1208,986,22,22
60,al,60,1218,946,33,21
61,al,61,1094,877,24,36
62,al,62,1060,815,30,37
63,al,63,996,774,35,46
64,al,64,858,716,32,37
65,al,65,860,670,32,39
66,al,66,795,687,41,41
67,al,67,815,642,22,37
68,al,68,740,640,28,51
69,al,69,611,596,28,56
70,al,70,582,490,27,38
71,al,71,598,432,24,34
72,al,72,479,449,23,49
73,al,73,477,446,31,47
74,al,74,433,372,39,42
75,al,75,355,366,33,50
76,al,76,412,329,38,39
77,al,77,343,267,38,50
78,al,78,327,302,25,55
79,al,79,260,239,25,46
80,al,80,250,235,30,35
81,al,81,268,217,34,39
82,al,82,243,182,26,30
83,al,83,182,136,26,34
84,al,84,189,141,25,35
85,al,85,169,128,39,18
86,al,86,135,105,22,23
87,al,87,103,73,17,16
88,al,88,90,67,17,21
89,al,89,92,54,23,11
90,al,90,84,56,16,15
91,al,91,83,41,16,14
92,al,92,48,26,8,8
93,al,93,32,24,4,6
94,al,94,31,13,6,1
95,al,95,34,11,8,3
96,al,96,20,12,4,4
97,al,97,14,4,2,2
98,al,98,9,9,0,3
99,al,99,12,7,3,1
100,al,100,11,6,1,2
101,al,101,2,4,1,0
102,al,102,4,2,2,1
103,al,103,5,5,1,1
104,al,104,8,2,0,1
105,al,105,1,3,0,0
106,al,106,7,0,1,0
107,al,107,0,1,0,1
108,al,108,1,2,0,1
109,al,109,1,2,0,0
0,am,0,1693,1587,2,1
1,am,1,1313,1465,2,0
2,am,2,927,872,0,0
3,am,3,731,749,0,0
4,am,4,587,671,2,0
5,am,5,628,655,0,0
6,am,6,672,631,1,0
7,am,7,671,631,0,1
8,am,8,661,639,0,0
9,am,9,705,598,0,0
10,am,10,755,686,0,1
11,am,11,808,719,0,2
12,am,12,904,825,0,0
13,am,13,1045,806,0,1
14,am,14,1276,901,0,1
15,am,15,1441,958,1,0
16,am,16,1655,1042,0,2
17,am,17,1850,1142,1,1
18,am,18,2056,1281,1,5
19,am,19,2444,1521,1,1
20,am,20,2571,1749,1,2
21,am,21,2971,2012,1,4
22,am,22,2965,2068,0,0
23,am,23,3283,2212,2,0
24,am,24,3472,2492,1,2
25,am,25,3654,2552,1,1
26,am,26,3818,2688,1,0
27,am,27,3803,2875,0,2
28,am,28,3656,2722,3,1
29,am,29,3969,2883,1,1
30,am,30,3736,2737,0,1
31,am,31,3970,2889,3,1
32,am,32,3990,3121,2,0
33,am,33,4272,3174,3,2
34,am,34,4358,3451,3,3
35,am,35,4390,3487,1,3
36,am,36,4653,3558,2,5
37,am,37,4446,3435,5,1
38,am,38,4688,3680,1,2
39,am,39,4631,3407,1,0
40,am,40,4475,3573,1,2
41,am,41,4618,3561,1,2
42,am,42,4325,3320,2,2
43,am,43,4286,3312,1,2
44,am,44,3875,3116,2,2
45,am,45,3990,3028,3,3
46,am,46,3928,2934,1,1
47,am,47,3572,2835,1,3
48,am,48,3437,2863,3,2
49,am,49,3354,2578,2,4
50,am,50,3211,2538,2,2
51,am,51,3032,2366,0,4
52,am,52,2905,2335,3,5
53,am,53,2843,2153,3,3
54,am,54,2697,2132,4,1
55,am,55,2448,2000,3,3
56,am,56,2626,1982,2,4
57,am,57,2395,1941,1,4
58,am,58,2311,1900,7,4
59,am,59,2074,1664,1,3
60,am,60,1929,1621,2,8
61,am,61,1800,1490,3,4
62,am,62,1709,1396,3,2
63,am,63,1593,1343,4,4
64,am,64,1441,1298,5,4
65,am,65,1392,1185,2,6
66,am,66,1289,1099,1,1
67,am,67,1300,1117,5,5
68,am,68,1119,1034,5,4
69,am,69,907,903,3,6
70,am,70,944,887,2,6
71,am,71,918,730,5,7
72,am,72,811,726,5,7
73,am,73,705,624,2,6
74,am,74,555,538,1,5
75,am,75,580,559,3,5
76,am,76,558,558,4,9
77,am,77,558,442,1,3
78,am,78,433,426,1,6
79,am,79,335,361,5,2
80,am,80,411,399,3,4
81,am,81,382,348,3,2
82,am,82,319,300,2,6
83,am,83,291,259,3,8
84,am,84,256,237,2,3
85,am,85,253,195,6,5
86,am,86,183,159,3,3
87,am,87,173,157,1,6
88,am,88,154,133,1,4
89,am,89,135,112,2,1
90,am,90,112,121,0,2
91,am,91,595,79,1,1
92,am,92,74,64,1,2
93,am,93,56,39,3,1
94,am,94,40,32,0,1
95,am,95,53,40,0,0
96,am,96,38,27,0,1
97,am,97,35,25,2,2
98,am,98,24,23,0,0
99,am,99,14,17,0,0
100,am,100,35,23,1,1
101,am,101,13,12,0,0
102,am,102,10,9,0,0
103,am,103,20,9,0,0
104,am,104,13,9,2,0
105,am,105,7,6,0,0
106,am,106,14,4,0,0
107,am,107,3,2,0,0
108,am,108,7,1,0,0
109,am,109,6,4,0,0
0,ap,0,459,368,0,1
1,ap,1,414,420,3,0
2,ap,2,312,299,0,2
3,ap,3,226,231,1,0
4,ap,4,204,207,0,0
5,ap,5,212,223,0,0
6,ap,6,207,243,0,0
7,ap,7,224,235,0,0
8,ap,8,246,229,0,0
9,ap,9,283,257,0,0
10,ap,10,292,231,0,0
11,ap,11,299,260,0,0
12,ap,12,323,262,1,0
13,ap,13,347,278,0,2
14,ap,14,412,328,0,0
15,ap,15,435,343,1,0
16,ap,16,483,352,0,0
17,ap,17,576,360,0,1
18,ap,18,638,449,0,1
19,ap,19,664,481,2,1
20,ap,20,801,536,0,1
21,ap,21,883,609,1,0
22,ap,22,909,628,2,0
23,ap,23,933,712,0,1
24,ap,24,1023,736,1,0
25,ap,25,1057,770,1,3
26,ap,26,993,799,5,2
27,ap,27,1173,828,5,1
28,ap,28,1050,874,3,2
29,ap,29,1079,821,1,0
30,ap,30,1117,859,1,2
31,ap,31,1160,876,1,3
32,ap,32,1245,996,2,2
33,ap,33,1185,958,1,1
34,ap,34,1221,904,0,0
35,ap,35,1336,1004,6,5
36,ap,36,1298,1008,6,9
37,ap,37,1234,1028,4,6
38,ap,38,1349,1052,2,5
39,ap,39,1344,1030,6,9
40,ap,40,1175,974,3,3
41,ap,41,1217,981,7,8
42,ap,42,1197,945,4,9
43,ap,43,1157,902,8,10
44,ap,44,1069,808,4,12
45,ap,45,1041,843,4,12
46,ap,46,981,835,3,15
47,ap,47,994,798,5,12
48,ap,48,953,831,10,10
49,ap,49,871,738,4,7
50,ap,50,893,726,8,13
51,ap,51,818,681,8,16
52,ap,52,751,672,6,16
53,ap,53,735,579,7,6
54,ap,54,700,588,7,20
55,ap,55,689,602,7,20
56,ap,56,603,542,13,13
57,ap,57,570,530,9,10
58,ap,58,539,459,4,16
59,ap,59,546,469,11,12
60,ap,60,559,422,12,8
61,ap,61,465,445,8,13
62,ap,62,442,430,13,15
63,ap,63,417,374,15,16
64,ap,64,412,383,16,15
65,ap,65,376,319,12,17
66,ap,66,337,268,14,18
67,ap,67,294,288,12,13
68,ap,68,266,269,8,16
69,ap,69,230,281,10,12
70,ap,70,211,232,12,12
71,ap,71,192,216,10,16
72,ap,72,159,192,8,19
73,ap,73,170,157,8,21
74,ap,74,146,145,8,9
75,ap,75,139,124,8,11
76,ap,76,137,124,10,15
77,ap,77,158,127,10,16
78,ap,78,115,118,9,20
79,ap,79,74,98,8,18
80,ap,80,103,69,15,11
81,ap,81,87,99,9,14
82,ap,82,65,56,8,16
83,ap,83,48,51,2,7
84,ap,84,56,46,6,6
85,ap,85,54,37,7,13
86,ap,86,46,34,8,6
87,ap,87,48,35,9,9
88,ap,88,37,28,5,5
89,ap,89,20,22,4,6
90,ap,90,26,23,5,3
91,ap,91,13,19,1,5
92,ap,92,24,10,9,2
93,ap,93,18,16,4,2
94,ap,94,10,10,5,1
95,ap,95,3,1,0,0
96,ap,96,5,2,0,1
97,ap,97,1,1,0,0
98,ap,98,5,1,0,0
99,ap,99,4,1,1,0
100,ap,100,5,2,0,0
101,ap,101,4,6,0,0
102,ap,102,6,2,0,0
103,ap,103,4,3,0,1
104,ap,104,3,2,0,0
105,ap,105,3,1,0,0
106,ap,106,2,0,1,0
107,ap,107,0,0,0,0
108,ap,108,1,0,1,0
109,ap,109,1,1,1,0
0,ba,0,3099,2757,20,26
1,ba,1,1770,1899,4,7
2,ba,2,1616,1736,2,3
3,ba,3,1510,1501,2,1
4,ba,4,1324,1395,0,1
5,ba,5,1448,1470,0,4
6,ba,6,1499,1477,0,0
7,ba,7,1530,1498,0,1
8,ba,8,1695,1566,1,2
9,ba,9,1674,1735,0,2
10,ba,10,1784,1692,2,2
11,ba,11,1956,1856,0,0
12,ba,12,2203,1896,1,2
13,ba,13,2405,2174,2,1
14,ba,14,2808,2391,1,0
15,ba,15,3297,2591,1,4
16,ba,16,3971,2968,1,3
17,ba,17,4454,3293,4,4
18,ba,18,5205,4027,2,3
19,ba,19,5904,4800,6,5
20,ba,20,6850,5639,2,6
21,ba,21,7657,6050,4,7
22,ba,22,7591,6064,7,3
23,ba,23,8363,6643,9,14
24,ba,24,8671,6913,5,16
25,ba,25,9087,7214,10,13
26,ba,26,9493,7496,13,13
27,ba,27,9787,7702,17,14
28,ba,28,9761,7602,14,11
29,ba,29,9854,7708,13,17
30,ba,30,9564,7747,16,19
31,ba,31,10446,8473,18,22
32,ba,32,11000,8858,21,14
33,ba,33,12228,9518,19,20
34,ba,34,12253,9899,26,26
35,ba,35,12578,10253,33,29
36,ba,36,11859,10038,27,41
37,ba,37,12124,9916,24,46
38,ba,38,12813,10578,31,57
39,ba,39,12874,10895,37,61
40,ba,40,11933,9964,41,48
41,ba,41,11930,9708,38,57
42,ba,42,11162,8972,47,47
43,ba,43,10854,8839,60,69
44,ba,44,9807,8276,57,70
45,ba,45,9476,7796,42,74
46,ba,46,9284,7629,52,93
47,ba,47,8404,7185,40,68
48,ba,48,8505,7092,52,87
49,ba,49,7998,6633,51,89
50,ba,50,7730,6653,44,77
51,ba,51,7605,6257,54,95
52,ba,52,7476,6302,80,96
53,ba,53,7112,5932,76,110
54,ba,54,7023,5829,79,97
55,ba,55,6743,5566,82,108
56,ba,56,6480,5324,85,131
57,ba,57,6321,5087,83,125
58,ba,58,5837,4634,91,123
59,ba,59,5091,4428,90,114
60,ba,60,5029,4360,101,139
61,ba,61,4820,3926,111,155
62,ba,62,4348,3808,118,184
63,ba,63,4271,3652,124,151
64,ba,64,3721,3157,121,142
65,ba,65,3597,3046,128,144
66,ba,66,3414,2901,142,175
67,ba,67,3073,2690,140,151
68,ba,68,2897,2666,138,193
69,ba,69,2798,2412,151,201
70,ba,70,2659,2344,163,197
71,ba,71,2417,2051,143,168
72,ba,72,2253,2010,147,202
73,ba,73,2163,1873,173,185
74,ba,74,1890,1630,146,163
75,ba,75,1755,1502,133,161
76,ba,76,1745,1479,159,180
77,ba,77,1694,1389,137,186
78,ba,78,1565,1279,155,192
79,ba,79,1217,1072,136,147
80,ba,80,1333,1147,148,164
81,ba,81,1341,1117,145,172
82,ba,82,1180,907,149,130
83,ba,83,980,831,139,167
84,ba,84,917,704,125,123
85,ba,85,866,668,112,121
86,ba,86,686,604,106,145
87,ba,87,627,431,109,97
88,ba,88,645,466,135,96
89,ba,89,457,386,72,92
90,ba,90,488,320,103,71
91,ba,91,394,292,78,80
92,ba,92,345,220,68,56
93,ba,93,276,179,70,59
94,ba,94,206,163,36,41
95,ba,95,174,127,49,52
96,ba,96,154,88,38,19
97,ba,97,102,71,28,20
98,ba,98,70,64,23,15
99,ba,99,64,43,14,16
100,ba,100,74,37,13,8
101,ba,101,42,22,10,3
102,ba,102,33,14,5,3
103,ba,103,32,23,4,3
104,ba,104,23,10,4,2
105,ba,105,7,8,0,1
106,ba,106,12,7,3,0
107,ba,107,15,8,1,1
108,ba,108,6,2,2,1
109,ba,109,9,2,0,0
0,ce,0,1780,1610,8,4
1,ce,1,1246,1467,2,5
2,ce,2,1077,1156,0,1
3,ce,3,951,977,0,0
4,ce,4,802,862,0,1
5,ce,5,961,958,0,0
6,ce,6,951,977,0,0
7,ce,7,944,945,0,1
8,ce,8,1021,962,1,1
9,ce,9,1078,1082,1,0
10,ce,10,1205,1113,1,0
11,ce,11,1216,1164,0,2
12,ce,12,1327,1375,1,0
13,ce,13,1564,1429,0,0
14,ce,14,1746,1547,2,1
15,ce,15,2132,1609,1,0
16,ce,16,2319,1775,0,1
17,ce,17,2701,2092,2,2
18,ce,18,3243,2630,4,4
19,ce,19,3808,3176,5,1
20,ce,20,4589,3777,0,1
21,ce,21,5153,4275,3,7
22,ce,22,5379,4393,5,4
23,ce,23,5853,4934,3,3
24,ce,24,6300,5004,2,4
25,ce,25,6738,5399,5,9
26,ce,26,6685,5163,8,8
27,ce,27,6414,5245,6,5
28,ce,28,6728,5441,3,5
29,ce,29,6495,5394,4,9
30,ce,30,6268,5191,6,10
31,ce,31,7097,5817,10,4
32,ce,32,7223,5947,11,15
33,ce,33,7275,5910,6,11
34,ce,34,7153,5910,16,10
35,ce,35,7493,6066,9,15
36,ce,36,6764,5539,11,11
37,ce,37,6640,5366,15,17
38,ce,38,6961,5775,11,20
39,ce,39,6852,5455,14,25
40,ce,40,6547,5208,14,24
41,ce,41,6261,5044,18,19
42,ce,42,6126,4853,14,25
43,ce,43,5929,4739,12,35
44,ce,44,5565,4346,14,25
45,ce,45,5441,4271,27,26
46,ce,46,5429,4195,16,31
47,ce,47,5042,3970,14,30
48,ce,48,5136,3982,24,25
49,ce,49,4572,3633,12,26
50,ce,50,4871,3555,22,27
51,ce,51,4854,3617,24,37
52,ce,52,4582,3452,15,38
53,ce,53,4459,3406,25,48
54,ce,54,4500,3377,30,47
55,ce,55,4268,3166,29,36
56,ce,56,4230,3176,31,34
57,ce,57,4212,3249,53,39
58,ce,58,3847,3055,30,43
59,ce,59,3533,2673,39,51
60,ce,60,3220,2619,33,59
61,ce,61,2932,2377,34,61
62,ce,62,2680,2094,50,56
63,ce,63,2688,2245,40,55
64,ce,64,2690,2108,47,49
65,ce,65,2582,1988,49,65
66,ce,66,2220,1768,38,58
67,ce,67,2079,1718,35,63
68,ce,68,2097,1649,55,68
69,ce,69,2022,1698,57,62
70,ce,70,2051,1645,61,74
71,ce,71,1844,1531,69,63
72,ce,72,1768,1417,60,88
73,ce,73,1694,1366,83,79
74,ce,74,1454,1236,60,61
75,ce,75,1272,1174,57,74
76,ce,76,1254,1047,60,77
77,ce,77,1176,993,58,61
78,ce,78,1039,970,76,68
79,ce,79,956,851,58,79
80,ce,80,956,849,62,81
81,ce,81,1055,918,78,90
82,ce,82,820,731,59,81
83,ce,83,753,589,58,57
84,ce,84,728,586,62,79
85,ce,85,688,557,73,59
86,ce,86,574,516,42,54
87,ce,87,387,318,44,40
88,ce,88,432,314,51,48
89,ce,89,441,349,50,57
90,ce,90,326,270,50,39
91,ce,91,267,216,40,29
92,ce,92,222,165,35,34
93,ce,93,242,162,36,30
94,ce,94,166,130,25,20
95,ce,95,142,120,23,22
96,ce,96,111,76,12,18
97,ce,97,66,59,9,10
98,ce,98,62,40,9,9
99,ce,99,36,31,3,5
100,ce,100,26,19,9,2
101,ce,101,27,16,4,4
102,ce,102,21,23,2,7
103,ce,103,14,15,2,2
104,ce,104,12,7,2,0
105,ce,105,9,4,2,1
106,ce,106,11,4,0,0
107,ce,107,1,4,0,0
108,ce,108,2,2,0,0
109,ce,109,2,1,0,0
0,df,0,310,310,1,1
1,df,1,238,313,0,0
2,df,2,229,244,0,0
3,df,3,178,205,0,0
4,df,4,183,186,1,0
5,df,5,155,157,0,0
6,df,6,207,180,0,0
7,df,7,200,166,0,0
8,df,8,203,192,0,0
9,df,9,228,198,0,0
10,df,10,255,211,0,0
11,df,11,247,234,0,0
12,df,12,296,231,0,0
13,df,13,298,297,0,0
14,df,14,393,330,0,0
15,df,15,446,370,0,0
16,df,16,501,416,0,0
17,df,17,598,473,0,0
18,df,18,816,565,0,0
19,df,19,940,856,0,0
20,df,20,1159,965,0,0
21,df,21,1500,1167,1,0
22,df,22,1624,1303,1,0
23,df,23,1810,1449,0,0
24,df,24,1784,1625,0,1
25,df,25,1998,1631,0,2
26,df,26,2158,1651,1,3
27,df,27,2142,1717,1,1
28,df,28,2192,1743,2,3
29,df,29,2213,1857,2,3
30,df,30,2367,1900,1,1
31,df,31,2414,2048,3,2
32,df,32,2509,2098,0,2
33,df,33,2569,2167,2,5
34,df,34,2640,2203,2,1
35,df,35,2648,2226,0,5
36,df,36,2705,2202,2,5
37,df,37,2840,2382,3,4
38,df,38,3016,2415,0,5
39,df,39,3144,2415,4,4
40,df,40,2895,2300,6,3
41,df,41,2767,2295,3,5
42,df,42,2674,2233,2,5
43,df,43,2545,2102,0,3
44,df,44,2393,1990,3,4
45,df,45,2316,1993,1,1
46,df,46,2214,1991,4,4
47,df,47,2051,1741,4,4
48,df,48,2185,1769,2,6
49,df,49,1985,1736,2,4
50,df,50,2035,1746,7,7
51,df,51,1840,1573,5,10
52,df,52,1759,1467,4,7
53,df,53,1750,1388,5,4
54,df,54,1698,1432,1,5
55,df,55,1667,1325,6,6
56,df,56,1558,1300,7,5
57,df,57,1421,1197,8,5
58,df,58,1338,1081,3,7
59,df,59,1200,925,9,7
60,df,60,1126,905,12,5
61,df,61,980,755,6,8
62,df,62,899,722,5,8
63,df,63,888,731,4,9
64,df,64,800,654,4,7
65,df,65,745,596,6,4
66,df,66,742,603,10,6
67,df,67,636,489,9,9
68,df,68,657,503,11,10
69,df,69,540,479,6,7
70,df,70,519,405,4,7
71,df,71,516,365,12,13
72,df,72,421,365,7,9
73,df,73,388,309,13,12
74,df,74,365,305,7,4
75,df,75,281,270,10,7
76,df,76,304,247,11,4
77,df,77,272,207,9,9
78,df,78,256,225,6,13
79,df,79,203,166,5,8
80,df,80,197,182,7,14
81,df,81,220,193,15,8
82,df,82,158,125,5,4
83,df,83,141,120,9,9
84,df,84,137,97,5,2
85,df,85,139,86,3,4
86,df,86,95,82,3,2
87,df,87,72,58,4,5
88,df,88,89,57,5,3
89,df,89,81,52,6,4
90,df,90,77,40,5,1
91,df,91,64,26,3,1
92,df,92,39,18,2,1
93,df,93,35,17,1,0
94,df,94,28,18,1,4
95,df,95,30,15,0,2
96,df,96,13,14,2,0
97,df,97,14,6,2,0
98,df,98,8,6,1,2
99,df,99,8,3,0,0
100,df,100,5,4,1,0
101,df,101,5,1,2,1
102,df,102,2,1,0,0
103,df,103,0,0,0,0
104,df,104,1,1,1,0
105,df,105,0,1,0,0
106,df,106,1,1,0,0
107,df,107,0,0,0,0
108,df,108,0,2,0,0
109,df,109,0,0,0,0
0,es,0,15,315,0,2
1,es,1,15,369,0,0
2,es,2,6,283,0,0
3,es,3,6,256,0,1
4,es,4,1,207,0,0
5,es,5,3,248,0,0
6,es,6,9,222,0,0
7,es,7,5,280,0,0
